Id,NettingSet,DateIndex,Date,Sample,Depth,Value
CPTY_A,,6,2017-08-07,73,0,15912796.9723
CPTY_A,,6,2017-08-07,74,0,4363058.9001
CPTY_A,,6,2017-08-07,75,0,13051688.9410
CPTY_A,,6,2017-08-07,76,0,12401024.0811
CPTY_A,,6,2017-08-07,77,0,-9272216.2638
CPTY_A,,6,2017-08-07,78,0,-793424.6550
CPTY_A,,6,2017-08-07,79,0,13979697.4757
CPTY_A,,6,2017-08-07,80,0,19564407.9453
CPTY_A,,7,2017-11-06,1,0,3693614.4083
CPTY_A,,7,2017-11-06,2,0,-3452445.1109
CPTY_A,,7,2017-11-06,3,0,14170257.5539
CPTY_A,,7,2017-11-06,4,0,-9805889.4676
CPTY_A,,7,2017-11-06,5,0,10515192.8738
CPTY_A,,7,2017-11-06,6,0,20410184.9346
CPTY_A,,7,2017-11-06,7,0,7120057.8374
CPTY_A,,7,2017-11-06,8,0,-378267.8218
CPTY_A,,7,2017-11-06,9,0,-4804311.0359
CPTY_A,,7,2017-11-06,10,0,-7011199.2188
